Name,Price,Description,ImageUrl,Brand Name,Gender
FRIEND,"15,500","Fragrance Notes:
• Top: Bergamot 🍋, Orange 🍊
• Heart: Lavender 💜, Geranium 🌸
• Base: Musk 🐚, Sandalwood 🪵, Patchouli 🌿

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FFRIEND.jpg?alt=media&token=da150364-0360-4889-b1a6-547ac302606a,Fragrance World,Unisex
FRUIT VEYES MAN ,"5,500","Fragrance Notes:
• Top: Lemon 🍋, Bergamot 🍊, Green Apple 🍏
• Heart: Lavender 🌿, Marine Notes 🌊, Geranium 🌸
• Base: Musk 🐚, Cedarwood 🪵, Amber 🧡",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FFRUIT%20VEYES%20MAN_.jpg?alt=media&token=c438a6ae-b944-41f8-b34b-853f5a3334c1,Fruit,Male
FRUIT VEYES MAN BLACK ,"5,500","Fragrance Notes:
• Top: Blackcurrant 🍇, Grapefruit 🍊, Spicy Pepper 🌶️
• Heart: Leather 🧥, Patchouli 🌿, Clove 🌰
• Base: Amber 🧡, Oud 🪵, Vanilla 🍦, Musk 🐚",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FFRUIT%20VEYES%20MAN%20BLACK_.jpg?alt=media&token=bb20f610-862f-4da7-9552-ce391f749670,Fruit,Male
GHINWA ,,"Fragrance Notes:
• Top: Fruity Opening 🍇
• Heart: Jasmine 🌸, Cedarwood 🪵
• Base: Ambergris 🐚, Oakmoss 🌲, Woody Notes 🪵",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FGHINWA_.png?alt=media&token=89ec803d-f003-4290-b715-b2d56fea61f3,Lattafa,Unisex
GHOST SPECTRE ,"55,000","Fragrance Notes:
• Top: Ginger 🌶️, Cardamom 🌰, Bergamot 🍋
• Heart: Pink Pepper 🌶️, Blackcurrant 🍇, Rose 🌹, Turkish Rose 🌹, Green Citrus 🍃
• Base: Vanilla 🍦, Cedarwood 🌲, Benzoin 🌳, Sandalwood 🌲, Patchouli 🌿, Amber 🧡, Musk 🕊️",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FGHOST%20SPECTRE_.jpg?alt=media&token=4a90a209-f819-4fb8-bf3f-a43ce5c86bcb,French Avenue,Male
GIORGIO BLACK ,"26,000","Fragrance Notes:
• Top: Bergamot 🍋, Pink Pepper 🌶️
• Heart: Iris 🌸, Heliotrope 🌸, Cardamom 🌰, Nutmeg 🌰
• Base: Cedar 🌲, Tonka Bean 🌰, Ambergris 🧡",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FGIORGIO%20BLACK_.jpg?alt=media&token=0bae3f89-8b23-417d-b7ae-0007a9cee009,Giorgio,Male
GIORGIO PINK ,"26,000","Fragrance Notes:
• Top: Almond 🌰, Coffee ☕, Bergamot 🍋, Lemon 🍋
• Heart: Jasmine Sambac 🌸, Tuberose 🌼, Orris, Bulgarian Rose 🌹, Orange Blossom 🌼
• Base: Tonka Bean 🌰, Cacao 🍫, Sandalwood 🌲, Vanilla 🍦, Praline 🍬, Amber 🧡, Patchouli 🌿, Cashmere Wood 🌲, Musk 🕊️",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FGIORGIO%20PINK_.jpg?alt=media&token=5120f1c5-1670-4b97-94ee-b05bb6a50d46,Giorgio,Female
GOLD ELIXIR HAYAATI LATTAFA,"26,000","Fragrance Notes:
• Top: Grapefruit 🍊, Bergamot 🍋, Cassis 🍇
• Heart: Peach 🍑, Saffron 🧂, Leather 🧥
• Base: Vetiver 🌾, Vanilla 🍦, Musk 🕊️, Amber 🧡",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FGOLD%20ELIXIR%20HAYAATI%20LATTAFA.jpg?alt=media&token=b6194869-ff45-44e5-a894-ee894490a2e6,Lattafa,Unisex
GUCCI BLOOM,"13,000","Fragrance Notes:
• Top: Jasmine 🌸, Rangoon Creeper (exotic floral)
• Heart: Tuberose 🌼, Jasmine Sambac, Ylang‑Ylang 🌸
• Base: Musk, Sandalwood 🪵, a touch of Orris 🌿, Benzoin 
",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FGUCCI%20BLOOM.jpg?alt=media&token=69000e6c-1a88-44aa-8a5d-d70e32ccce48,Gucci Bloom,Female
GUCCI BLOOM,,"Fragrance Notes:
• Top: Jasmine 🌼
• Heart: Tuberose 🌸, Rangoon Creeper 🌺
• Base: Orris Root 🌱, Musk 🐚, Sandalwood 🪵",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FGUCCI%20BLOOM.jpg?alt=media&token=69000e6c-1a88-44aa-8a5d-d70e32ccce48,Gucci Bloom,Female
GUCCI INTENSE OUD ,,"Fragrance Notes:
• Top: Pear 🍐, Raspberry 🍇, Saffron 🧂
• Heart: Bulgarian Rose 🌹, Orange Blossom 🌸
• Base: Oud 🪵, Amber 🧡, Leather 🧥, Patchouli 🌿

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FGUCCI%20INTENSE%20OUD_.jpg?alt=media&token=d2d55be9-971d-431a-bbfe-583edf635ebc,Gucci,Unisex
HALA LATTAFA ,"43,000","Fragrance Notes:
• Top: Blackcurrant 🍇, Pink Pepper 🌶️
• Heart: Tuberose 🌸, Jasmine 🌼
• Base: Vanilla 🍦, Musk 🐚, Sandalwood 🪵

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHALA%20LATTAFA_.png?alt=media&token=fefdfd26-d67f-4249-b2e8-0a158f9107ed,Lattafa,Unisex
HANNA'S SECRET BLACK SEDUCTION ,"8,000","Fragrance Notes:
• Top: Blackcurrant 🍇, Bergamot 🍋
• Heart: Nutmeg 🌰, Cardamom 🌿, Coriander 🌿
• Base: Musk, Virginia Cedar 🌳, Amber 🧡, Tonka Bean 🌰

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHANNA_S%20SECRET%20BLACK%20SEDUCTION_.jpg?alt=media&token=f9ebc2b9-ed24-482f-a2e7-cda9096f677b,Hanna's Secret,Male
HANNA'S SECRET ROYAL ,"8,000","Fragrance Notes:
• Top: Blackcurrant 🍇, Bergamot 🍋
• Heart: Nutmeg 🌰, Cardamom 🌿, Coriander 🌿
• Base: Musk, Virginia Cedar 🌳, Amber 🧡, Tonka Bean 🌰
",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHANNA_S%20SECRET%20ROYAL_.jpg?alt=media&token=2c44537c-5129-4c7e-a469-024304670edc,Hanna's Secret,Male
HANNA'S SECRET WHITE PURE ,"8,000","Fragrance Notes:
• Top: Bergamot 🍋, Italian Mandarin 🍊, Ginger 🌿
• Heart: Cardamom 🌿, Nutmeg 🌰
• Base: White Cedar 🌳, Oakmoss 🌿, White Amber 🧡",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHANNA_S%20SECRET%20WHITE%20PURE_.jpg?alt=media&token=7e6e6edc-669f-4d29-bc95-d3cb7159cb29,Hanna's Secret,Male
HARAMAIN AMBER OUD  GOLD EDITION ,"120,000","Fragrance Notes:
• Top: Bergamot 🍋, Green Notes 🌿
• Heart: Melon 🍈, Pineapple 🍍, Gourmand Accord, Amber 🧡
• Base: Woody Notes 🌲, Vanilla 🍦, Musk 🕊️
",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHARAMAIN%20AMBER%20OUD%20AQUA%20DUBAI_.jpg?alt=media&token=d820a582-0232-403c-813b-71f79630899a,Al Haramain,Female
HARAMAIN AMBER OUD AQUA DUBAI ,"120,000","Fragrance Notes:
• Top: Bergamot 🍋, Green Notes 🌿, Mandarin Orange 🍊
• Heart: Amber 🧡, Melon 🍈, Blackcurrant 🍇, Pineapple 🍍
• Base: Musk 🕊️, Petitgrain 🍃, Galbanum 🌿, Vanilla 🍦",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHARAMAIN%20AMBER%20OUD%20AQUA%20DUBAI_.jpg?alt=media&token=d820a582-0232-403c-813b-71f79630899a,Al Haramain,Unisex
HARAMAIN AMBER OUD BLACK EDITION ,"120,000","Fragrance Notes:
• Top: Cardamom 🌰, Lavender 💜, Woody Notes 🌲, Bergamot 🍋
• Heart: Amber 🧡, Leather 🧥, Tonka Bean 🌰, Spices 🌶️
• Base: Ambergris 🧡, Benzoin 🌳, Vetiver 🌾, Musk 🕊️, Resins 🌿",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHARAMAIN%20AMBER%20OUD%20BLACK%20EDITION_.jpg?alt=media&token=8774e2f4-8158-4bc9-bafc-e91cf8c03325,Al Haramain,Male
HARAMAIN AMBER OUD BLEU EDITION ,"120,000","Fragrance Notes:
• Top: Grapefruit 🍊, Lemon 🍋, Pink Pepper 🌶️, Mint 🌿
• Heart: Jasmine 🌸, Vetiver 🌾, Ginger 🌿
• Base: Olibanum 🕯️, Sandalwood 🪵, Patchouli 🌿, Cedarwood 🪵

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHARAMAIN%20AMBER%20OUD%20BLEU%20EDITION_.jpg?alt=media&token=0004a827-f985-4d55-b78a-b164b9f39aa0,Al Haramain,Unisex
HARAMAIN AMBER OUD CARBON EDITION ,"120,000","Fragrance Notes:
• Top: Lavender 💜, Bergamot 🍋, Rosemary 🌿
• Heart: Sea Notes 🌊, Geranium 🌹, Sage 🌿
• Base: Amber 🧡, Vetiver 🌾, Cedarwood 🌲, Moss 🍃",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHARAMAIN%20AMBER%20OUD%20CARBON%20EDITION_.jpg?alt=media&token=a17bd7c9-87e8-4134-bae7-6097af8d13f1,Al Haramain,Unisex
HARAMAIN AMBER OUD DUBAI NIGHT ,"120,000","Fragrance Notes:
• Top: Saffron 🧂, Bergamot 🍋, Elemi 🌿
• Heart: Agarwood (Oud) 🪵, Bulgarian Rose 🌹, Lily of the Valley 🌼
• Base: Tonka Bean 🌰, Amber 🧡, White Musk 🕊️, Oakmoss 🍃",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHARAMAIN%20AMBER%20OUD%20DUBAI%20NIGHT_.jpg?alt=media&token=a2fd4532-727a-4987-8955-019ac1746f02,Al Haramain,Male
HARAMAIN AMBER OUD GOLD EDITION ,"120,000","Fragrance Notes:
• Top: Bergamot 🍋, Green Notes 🌿
• Heart: Melon 🍈, Pineapple 🍍, Amber 🧡
• Base: Vanilla 🍦, Musk, Cedarwood 🪵, Oakmoss 🌲

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHARAMAIN%20AMBER%20OUD%20GOLD%20EDITION_.jpg?alt=media&token=1737abe6-4cc7-4728-bc90-f121df719e7a,Al Haramain,UNisex
HARAMAIN AMBER OUD PRIVATE EDITION ,"120,000","Fragrance Notes:
• Top: Bergamot 🍋, Green Notes 🌿
• Heart: Melon 🍈, Pineapple 🍍, Amber 🧡, Cedarwood 🌲, Sweet Accords
• Base: Vanilla 🍦, Musk 🕊️, Myrrh 🌿, Resins, Woody Notes",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHARAMAIN%20AMBER%20OUD%20PRIVATE%20EDITION_.jpg?alt=media&token=d72ff66b-678d-46a2-8921-ac7f3b590639,Al Haramain,Female
HARAMAIN AMBER OUD ROUGE ,"120,000","Fragrance Notes:
• Top: Saffron 🧂, Jasmine 🌸
• Heart: Amberwood 🪵, Ambergris 🐚
• Base: Fir Resin 🌲, Cedarwood 🪵

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHARAMAIN%20AMBER%20OUD%20ROUGE_.jpg?alt=media&token=14c578c2-8fb9-417b-b106-bbb008467db6,Al Haramain,Unisex
HARAMAIN AMBER OUD RUBY EIDTION,"120,000","Fragrance Notes:
• Top: Saffron 🧂, Bitter Almond 🌰
• Heart: Egyptian Jasmine 🌸, Cedarwood 🪵
• Base: Ambergris 🐚, Musk, Fir Resin 🌲, Woody Notes 🪵",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHARAMAIN%20AMBER%20OUD%20RUBY%20EIDTION.jpg?alt=media&token=e934d182-ead9-4c1f-be52-0f7ade0fb0c6,Al Haramain,Unisex
HARAMAIN AMBER OUD TOBACCO EDITION ,"120,000","Fragrance Notes:
• Top: Tobacco Leaf 🚬, Cinnamon 🌰, Black Pepper 🌶️, Ginger 🌿
• Heart: Vanilla 🍦, Cloves 🌰, Star Anise 🌿, Cacao 🍫, Tonka Bean 🌰, Incense 🕯️
• Base: Tobacco 🚬, Dried Fruits 🌿, Patchouli 🌿, Oud 🪵, Sandalwood 🪵, Cedarwood 🪵, Musk

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHARAMAIN%20AMBER%20OUD%20TOBACCO%20EDITION_.jpg?alt=media&token=8d8e8d2b-29c7-405d-858a-a0bda9d0e9fe,Al Haramain,Female
HAREEM AL SULTAN  KHADLAJ,"34,000","Fragrance Notes:
• Top: Bergamot 🍋, Jasmine 🌸, Peony 🌸
• Heart: Pineapple 🍍, Peach 🍑, Plum 🍑
• Base: Musk 🕊️, Sandalwood 🌲, Patchouli 🌿",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHAREEM%20AL%20SULTAN%20%20KHADLAJ.jpg?alt=media&token=fb183407-9b2c-47f5-9aa7-af51107d5c6b,Khadlaj,Female
HARMAIN AMBER OUD RUBY EDITION ,"120,000","Fragrance Notes:
• Top: Saffron 🧂, Bitter Almond 🌰
• Heart: Egyptian Jasmine 🌸, Cedarwood 🌲
• Base: Ambergris 🧡, Woody Notes 🌲, Musk 🕊️",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHARMAIN%20AMBER%20OUD%20RUBY%20EDITION_.jpg?alt=media&token=5455eec5-5fb1-44dd-84e2-f9540acccdf8,Al Haramain,Unisex
HARMAIN AMBER OUD ULTRA VIOLET ,"120,000","Fragrance Notes:
• Top: Ginger 🌶️, Rose 🌹, Bergamot 🍋 
• Heart: Tuberose 🌸, Jasmine 🌸, White Flowers 🌼 
• Base: Oak 🌲, Patchouli 🌿, Musk 🕊️ ",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHARMAIN%20AMBER%20OUD%20ULTRA%20VIOLET_.jpg?alt=media&token=a85d502f-5a1a-4832-8856-14b0a4032c6c,Al Haramain,Female
HARMAIN AMBER OUD WHITE EDITION,"120,000","Fragrance Notes:
• Top: Bergamot 🍋, Orange 🍊
• Heart: Jasmine 🌸, Rose 🌹, Freesia 🌼, Cyclamen 🌿 
• Base: Patchouli 🌿, Musk 🕊️, Vanilla 🍦, Vetiver 🌾",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHARMAIN%20AMBER%20OUD%20WHITE%20EDITION.jpg?alt=media&token=c6d1066c-3f52-47ab-854a-0d8ac38bfbc3,Al Haramain,Unisex
HAWAS FOR HER,"85,000","Fragrance Notes:
• Top: Pomegranate 🍇, Apple 🍏, Grapefruit 🍊
• Heart: Jasmine Sambac 🌸, Iris 💜, Citrus Accord 🍋
• Base: Praline 🍬, Patchouli 🌿, Vetiver 🌾
",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHAWAS%20FOR%20HER%20EAU%20DE%20PERFUME.jpg?alt=media&token=8f8f3371-9fb0-4abe-9b95-2123be54d10a,Hawas,Female
HAWAS FOR HER EAU DE PARFUM,"85,000","Fragrance Notes:
• Top: Pomegranate 🍇, Apple 🍏, Grapefruit 🍊
• Heart: Jasmine Sambac 🌸, Iris 💜, Citruses 🍋
• Base: Praline 🍬, Patchouli 🌿, Vetiver 🌾",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHAWAS%20FOR%20HER%20EAU%20DE%20PERFUME.jpg?alt=media&token=8f8f3371-9fb0-4abe-9b95-2123be54d10a,Hawas,Female
HAWAS FOR HIM ,"85,000","Fragrance Notes:
• Top: Apple 🍏, Bergamot 🍋, Lemon 🍋, Cinnamon 🧂
• Heart: Watery Accords 💧, Plum 🍑, Cardamom 🌰, Orange Blossom 🌼
• Base: Ambergris 🧡, Musk 🕊️, Patchouli 🌿",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHAWAS%20FOR%20HIM_.jpg?alt=media&token=38fe7b50-3c3b-475a-a7bc-9c1ece32a3d0,Hawas,Male
HAWAS FOR HIM BLACK ,"85,000","Fragrance Notes:
• Top: Pineapple 🍍, Grapefruit 🍊, Bergamot 🍋
• Heart: Cedarwood 🌲, Patchouli 🌿, Jasmine 🌸
• Base: Oakmoss 🍃, Woody Notes 🌲, Amber 🧡",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHAWAS%20FOR%20HIM%20BLACK_.jpg?alt=media&token=66d71f4e-19c5-4319-b00d-bb808403c70d,Hawas,Male
HAWAS FOR HIM FIRE ,"85,000","Fragrance Notes:
• Top: Clary Sage 🌿, Apple 🍏, Lemon 🍋, Cinnamon 🧂
• Heart: Cardamom 🌰, Lavender 💜, Plum 🍑, Egyptian Jasmine 🌸, Marine Notes 🌊
• Base: Cedarwood 🌲, Musk 🕊️, Ambergris 🧡, Mineral Amber ⚪️, Patchouli 🌿, Driftwood 🌲",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHAWAS%20FOR%20HIM%20FIRE_.jpg?alt=media&token=7dde08d8-4c48-48e9-b076-242af78eb59e,Hawas,Male
HAWAS FOR HIM ICE ,"85,000","Fragrance Notes:
• Top: Apple 🍏, Sicilian Bergamot 🍋, Italian Lemon 🍋, Star Anise ⭐️
• Heart: Plum 🍑, Orange Blossom 🌼
• Base: Musk 🕊️, Moss 🍃, Driftwood 🌲, Amber 🧡",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHAWAS%20FOR%20HIM%20ICE_.jpg?alt=media&token=101150dc-1c7f-4e12-a847-6a6b1349fe07,Hawas,Male
HAYA LATTAFA ,,"Fragrance Notes:
• Top: Lemon 🍋, Bergamot 🍊
• Heart: Jasmine 🌼, Tuberose 🌸
• Base: Musk 🐚, Amber 🧡, Cedar 🪵",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHAYA%20LATTAFA_.jpg?alt=media&token=89be3674-a9f3-423d-83a7-163eabcb087a,Lattafa,Female
HAYAAM ,"68,000","Fragrance Notes:
• Top: Lemon 🍋, Blackcurrant 🍇, Plum 🍑, Marine/Salt, Davana 🌼
• Heart: Clove 🌰, Lily‑of‑the‑Valley 🌼, Iris 🌸, Leather 🧥
• Base: Ambergris 🐚, Oakmoss 🌲, Sandalwood 🪵, Tonka Bean 🌰, Musk 🐚",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHAYAAM_.png?alt=media&token=6f606884-2758-4f68-a0c9-5eda638c9335,Lattafa,Unisex
HIS CONFESSION WHITE,"45,000","Fragrance Notes:
• Top: Mandarin 🍊, Cinnamon 🧂, Lavender 💜
• Heart: Iris 🌸, Cypress 🌲, Benzoin 🕯️, Mahonial 🌼
• Base: Vanilla 🍦, Tonka Bean, Patchouli 🌿, Cedarwood 🌲, Incense 🌫️, Amber 🧡, Musk 🕊️",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHIS%20CONFESSION%20WHITE.jpg?alt=media&token=0b5e45f1-5f46-4c77-84e3-2aeb354ead4e,Lattafa,Male
HONOR AND GLORY BADEE AL OUD,"42,000","Fragrance Notes:
• Top: Cardamom 🌶️, Pink Pepper 🌺
• Heart: Lavender 💜, Iris 🌸
• Base: Vanilla 🍦, Amber 🧡, Leather 🧥

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHONOR%20AND%20GLORY%20BADEE%20AL%20OUD.jpg?alt=media&token=3113969f-c8a2-4bf4-aa29-420fdd425d2c,Lattafa,Unisex
HUGO BOSS MAN ,"20,000","Fragrance Notes:
• Top: Apple 🍏, Coriander Seed 🌿, Cardamom 🌰
• Heart: Frankincense 🌫️, Szechuan Pepper 🌶️, Myrrh 🌳
• Base: Vanilla Bean 🍦, Cedar 🌲, Patchouli 🌿",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHUGO%20BOSS%20MAN_.jpg?alt=media&token=1189ce6e-9d12-4939-83f5-408122ee83b2,Hugo Boss,Male
HUGO MAN ,"20,000","Fragrance Notes:
• Top: Green Apple 🍏
• Heart: Lavender 💜
• Base: Pine 🌲, Woody Notes 🌲, Balsam Fir 🌲 ",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHUGO%20MAN_.jpg?alt=media&token=c3a97a96-92cb-42e8-808a-246cccb2eb91,Hugo Boss,Male
HUMMER CODE BLACK,"7,000","Fragrance Notes:
• Top: Green Apple 🍏, Cypress 🌲, Violet Leaf 💜
• Heart: Tobacco 🚬, Orris Root 🌸, Lotus 🌺
• Base: Incense 🌫️, White Musk 🕊️, Woody Notes 🌲",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHUMMER%20CODE%20BLACK.jpg?alt=media&token=514549eb-2379-45e4-9c7c-cf3e233e65f7,Hummer,Male
HUMMER CODE BLUE,"7,000","Fragrance Notes:
• Top: Grapefruit 🍊, Tarragon 🌿, Cardamom 🌶️, Mint 🌱
• Heart: Birch Leaf 🍃, Nutmeg 🌰, Cedar 🌲
• Base: Sandalwood 🌲, Vetiver 🌾, Guaiac Wood 🌳, Moss 🍃",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHUMMER%20CODE%20BLUE.jpg?alt=media&token=1b6c6edb-81ae-4a5c-b130-d5d4ab7abf97,Hummer,Male
HUMMER VIP ,"7,000","Fragrance Notes:
• Top: Bergamot 🍋, Mandarin 🍊, Dark Chocolate 🍫
• Heart: Spicy accords 🌶️, Fruity notes 🍓, Jasmine 🌼, Gardenia 🌼, Ylang-Ylang 🌺
• Base: Rich woody-amber permanence 🌲🧡 ",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHUMMER%20VIP_.jpg?alt=media&token=fb77466c-d044-490d-834d-864e7ff8be53,Hummer,Male
HYPNOTIC AMBER ,,"Fragrance Notes:
• Top: Juniper 🌲, Iris 🌸, Pink Pepper 🌶️
• Heart: Cinnamon 🧂, Lavender 💜, Davana, Toffee 🍬
• Base: Suede, Tonka Bean 🌰, Sandalwood 🌲, Vanilla 🍦, Ambrofix, Musk 🕊️",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHYPNOTIC%20AMBER_.jpg?alt=media&token=f3ecdf1d-ec53-424f-9733-784309d42db4,Arabiyat Prestige,Unisex
HYPNOTIC OUD ,,"Fragrance Notes:
• Top: Saffron 🧂, Clove 🌿, Orange Blossom 🌼
• Heart: Oud 🪵, Caramel 🍬, Akigalawood 🌲, Cashmeran 🌲
• Base: Vanilla 🍦, Amber 🧡
",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHYPNOTIC%20OUD_.jpg?alt=media&token=d3cbdc9b-0669-4317-a20a-b2f8fe4e7e43,Lattafa,Unisex
HYPNOTIC VANILLA ,,"Fragrance Notes:
• Top: Apricot Blossom 🌸, Jasmine 🌸, Pear Blossom 🍐
• Heart: Bourbon Vanilla 🍦, Lily, Frangipani 🌼, Ylang-Ylang 🌺, Jasmine Sambac 🌸
• Base: Moss 🍃, Caramel 🍬, Benzoin, Patchouli 🌿, Musk 🕊️",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FHYPNOTIC%20VANILLA_.jpg?alt=media&token=70e64068-efcd-41ab-8e2e-03b5413cc885,Arabiyat Prestige,Unisex
IAM ANA ABIYEDH,"26,000","Fragrance Notes:
• Top: White Musk 🤍, Cypriol Oil 🌿
• Heart: Cardamom 🌿, Saffron 🧂, Vanilla 🍦
• Base: Oud 🪵, Sandalwood 🪵

",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FIAM%20ANA%20ABIYEDH.jpg?alt=media&token=8692c9aa-7fc0-42f6-be78-ee8583378b37,Lattafa,Unisex
IAM LEGEND CASTLE BEJAR ,"18,500","Fragrance Notes (unisex):
• Top: Apple 🍏, Aquatic accords 💧, Bitter Orange 🍊, Tonka Bean 🌰, Sweet Musk
• Heart: Woody accord 🪵
• Base: Musk, Amber 🧡 ",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FIAM%20LEGEND%20CASTLE%20BEJAR_.jpg?alt=media&token=a4b3b283-3f78-4cdd-964f-167544d632cc,Castle Bejar,Female
INCIDENCE,"12,000","Fragrance Notes:
• Top: Pear 🍐, Bergamot 🍋, Mandarin 🍊
• Heart: Rose 🌹, Jasmine 🌸, Iris 💜
• Base: Cedar 🌲, Musk 🕊️, Amber 🧡",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FINCIDENCE.jpg?alt=media&token=7a7103b3-2d16-4366-a6f2-0abf43813547,Incidence,Female
INEJ PARFUM,,"Fragrance Notes:
• Top: Rum 🥃, Peach 🍑, Saffron 🧂, Cardamom 🌿 
• Heart: Virginia Cedar 🪵, Dried Fruits 🍇, Cinnamon 🌰, Mineral Accord ⚗️, Immortelle 🌼 
• Base: Atlas Cedar 🪵, Vanilla 🍦, Patchouli 🌿, Tonka Bean 🌰, Labdanum 🌿",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FINEJ%20PARFUM.jpg?alt=media&token=a0c65c32-be84-4a0e-8d15-54a50e320cb3,French Avenue,Unisex
ISHQ AL SHUYUKH GOLD LATTAFA ,"43,000","Fragrance Notes:
• Top: Saffron 🧂, Lavender 🌸
• Heart: Amberwood 🌳, Praline 🍬
• Base: Oud 🪵, Patchouli 🌿, Musk",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FISHQ%20AL%20SHUYUKH%20GOLD%20LATTAFA_.png?alt=media&token=340daf3b-4677-4b7a-b2d9-6061b91694dd,Lattafa,Unisex
ISSEY MIYAKE ,,"Fragrance Notes:
• Top: Yuzu 🍋, Bergamot 🍋, Tarragon 🌿
• Heart: Nutmeg 🌰, Water Lily 🌸
• Base: Tobacco Leaf 🍂, Vetiver 🌾, Sandalwood 🪵",https://firebasestorage.googleapis.com/v0/b/bogi-noir.firebasestorage.app/o/perfumes%2FISSEY%20MIYAKE_.jpg?alt=media&token=e9410bc5-5d47-4d7d-8c50-b57d3798c73e,Issey Miyake,Male
